show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,language,imdb_score,imdb_votes,total_watch_hours_millions,monthly_active_viewers_thousands,countries_available,seasons_or_episodes,avg_episode_duration_min,year_added,month_added,quarter_added,viewer_retention_score,combined_features,recommended_next_watch,retention_campaign_segment
s80,TV Show,Safe,Spike Lee,"Cate Blanchett, Brad Pitt",Italy,"November 20, 2022",2021,TV-PG,1 Season,Crime,Portuguese,6.5,317556,26.68,593,100,12,45,2021,11,Q4,44.991568296795954,Crime TV Show Portuguese,Safe|Ozark|Mindhunter,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s81,TV Show,Behind Her Eyes,Denis Villeneuve,"Ana de Armas, Chris Evans",Norway,"January 11, 2023",2023,TV-MA,5 Seasons,Sci-Fi & Fantasy,Japanese,7.8,262331,7.76,129,144,35,60,2023,1,Q1,60.15503875968992,Sci-Fi & Fantasy TV Show Japanese,Stranger Things|The Witcher|The Umbrella Academy,Tier 2: Steady (Send In-App Reminder & Recommendation)
s82,TV Show,Clickbait,Alfonso Cuarón,"Florence Pugh, Harry Styles",Italy,"July 10, 2015",2015,TV-14,3 Seasons,Thriller,Hindi,6.7,396084,55.65,1504,170,27,37,2015,7,Q3,37.00132978723404,Thriller TV Show Hindi,Clickbait|You|Black Mirror,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s83,TV Show,Night Stalker,Ryan Murphy,"Mahershala Ali, Octavia Spencer",South Korea,"December 21, 2021",2020,PG-13,4 Seasons,Comedy,Hindi,8.8,366844,20.86,549,77,32,38,2020,12,Q4,37.99635701275046,Comedy TV Show Hindi,Emily in Paris|Never Have I Ever|Wednesday,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s84,TV Show,Evil Genius,Sofia Coppola,"Lupita Nyong'o, Daniel Kaluuya",India,"March 20, 2019",2018,G,4 Seasons,Sci-Fi & Fantasy,German,6.3,99079,47.58,1252,107,44,38,2018,3,Q1,38.00319488817891,Sci-Fi & Fantasy TV Show German,Stranger Things|The Witcher|The Umbrella Academy,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s85,TV Show,Conversations with a Killer,Sofia Coppola,"Margot Robbie, Ryan Gosling",Germany,"December 29, 2017",2015,R,2 Seasons,Documentary,Spanish,8.6,305974,77.97,2052,102,12,38,2015,12,Q4,37.99707602339181,Documentary TV Show Spanish,Conversations with a Killer|Tiger King|Making a Murderer,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s86,TV Show,The Keepers,Alfonso Cuarón,"Halle Berry, Patrick Wilson",France,"September 07, 2024",2022,TV-PG,4 Seasons,Comedy,Italian,7.2,307525,77.27,1932,43,28,40,2022,9,Q3,39.99482401656315,Comedy TV Show Italian,Emily in Paris|Never Have I Ever|Wednesday,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s87,TV Show,The Pharmacist,Noah Baumbach,"Viola Davis, Michael B. Jordan",Sweden,"November 02, 2017",2017,TV-MA,5 Seasons,Musical,Korean,8.2,204427,7.73,129,145,40,60,2017,11,Q4,59.92248062015504,Musical TV Show Korean,Hellbound|American Vandal|The Politician,Tier 2: Steady (Send In-App Reminder & Recommendation)
s88,TV Show,Trial by Media,David Fincher,"Lupita Nyong'o, Daniel Kaluuya",France,"September 01, 2023",2022,TV-PG,5 Seasons,Sci-Fi & Fantasy,Korean,6.4,47565,45.92,1068,70,40,43,2022,9,Q3,42.99625468164794,Sci-Fi & Fantasy TV Show Korean,Stranger Things|The Witcher|The Umbrella Academy,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s89,TV Show,American Vandal,Spike Lee,"Mahershala Ali, Octavia Spencer",Norway,"December 22, 2018",2018,PG-13,5 Seasons,Drama,Korean,6.5,153225,1.21,38,146,35,32,2018,12,Q4,31.842105263157894,Drama TV Show Korean,The Politician|14 Peaks|The Crown,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s90,TV Show,Dirty Money,Greta Gerwig,"Cate Blanchett, Brad Pitt",Sweden,"April 23, 2017",2016,G,3 Seasons,Thriller,Korean,7.8,481269,50.38,916,98,36,55,2016,4,Q2,55.0,Thriller TV Show Korean,You|American Vandal|The Politician,Tier 2: Steady (Send In-App Reminder & Recommendation)
s91,TV Show,Abstract,Denis Villeneuve,"Lupita Nyong'o, Daniel Kaluuya",India,"May 27, 2017",2017,TV-14,1 Season,Comedy,Japanese,7.9,371861,25.3,723,133,12,35,2017,5,Q2,34.99308437067773,Comedy TV Show Japanese,The Dig|The Bubble|Emily in Paris,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s92,TV Show,Chef's Table,David Fincher,"Ana de Armas, Chris Evans",Australia,"October 21, 2021",2019,TV-MA,5 Seasons,Crime,English,5.8,358526,7.35,163,177,45,45,2019,10,Q4,45.0920245398773,Crime TV Show English,Mindhunter|Narcos|Ozark S4,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s93,TV Show,Our Planet,Spike Lee,"Jamie Foxx, Taron Egerton",Denmark,"July 05, 2016",2015,PG-13,5 Seasons,Action & Adventure,Italian,7.7,262805,60.75,1960,53,60,31,2015,7,Q3,30.994897959183675,Action & Adventure TV Show Italian,Our Planet|How to Become a Tyrant|Outer Banks,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s94,TV Show,Night on Earth,Shonda Rhimes,"Zendaya, Timothée Chalamet",Sweden,"December 14, 2023",2022,R,4 Seasons,Documentary,German,7.8,214952,53.94,1349,170,32,40,2022,12,Q4,39.98517420311342,Documentary TV Show German,Tiger King|Making a Murderer|Daredevil,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s95,TV Show,Moving Art,Ava DuVernay,"Jamie Foxx, Taron Egerton",USA,"July 20, 2017",2015,R,1 Season,Thriller,Japanese,6.9,103347,26.54,663,162,8,40,2015,7,Q3,40.030165912518854,Thriller TV Show Japanese,Moving Art|You|Abstract,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s96,TV Show,Explained,Sofia Coppola,"Meryl Streep, Tom Hanks",India,"October 17, 2022",2020,TV-14,4 Seasons,Animation,Japanese,5.9,335313,17.08,316,185,24,54,2020,10,Q4,54.050632911392405,Animation TV Show Japanese,Spenser Confidential|White Noise|Ghosted,Tier 2: Steady (Send In-App Reminder & Recommendation)
s97,TV Show,Connected,Ryan Murphy,"Cate Blanchett, Brad Pitt",France,"November 21, 2018",2018,TV-14,3 Seasons,Comedy,French,7.2,380706,44.63,950,104,18,47,2018,11,Q4,46.97894736842105,Comedy TV Show French,Emily in Paris|Never Have I Ever|Wednesday,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s98,TV Show,How to Become a Tyrant,Spike Lee,"Cate Blanchett, Brad Pitt",Denmark,"December 23, 2024",2023,TV-MA,3 Seasons,Action & Adventure,Italian,6.2,319246,39.12,910,160,36,43,2023,12,Q4,42.989010989010985,Action & Adventure TV Show Italian,Our Planet|How to Become a Tyrant|Outer Banks,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s99,TV Show,The Crime of the Century,Jane Campion,"Jamie Foxx, Taron Egerton",Brazil,"May 23, 2017",2017,TV-PG,3 Seasons,Drama,German,8.0,444078,68.5,1268,180,36,54,2017,5,Q2,54.02208201892744,Drama TV Show German,Money Heist|Glitch|The Crown,Tier 2: Steady (Send In-App Reminder & Recommendation)
s100,TV Show,14 Peaks,Sofia Coppola,"Jamie Foxx, Taron Egerton",Mexico,"November 01, 2022",2022,TV-14,4 Seasons,Romance,Korean,8.9,130202,28.26,601,176,36,47,2022,11,Q4,47.021630615640596,Romance TV Show Korean,Bridgerton|Virgin River|American Vandal,Tier 1: At-Risk (Send Loyalty Discount / 20% Off)
s101,Movie,Bright,Denis Villeneuve,"Halle Berry, Patrick Wilson",Mexico,"April 24, 2022",2021,TV-14,137 min,Reality TV,French,6.7,24408,2.7,20,62,1,137,2021,4,Q2,135.0,Reality TV Movie French,The Gray Man|Bardo|Bling Empire,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s102,Movie,Okja,Spike Lee,"Viola Davis, Michael B. Jordan",Denmark,"August 27, 2024",2023,G,127 min,Animation,French,6.4,85929,34.92,275,49,1,127,2023,8,Q3,126.98181818181818,Animation Movie French,White Noise|Ghosted|Munich,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s103,Movie,Mudbound,Ava DuVernay,"Florence Pugh, Harry Styles",Canada,"June 27, 2023",2022,TV-PG,128 min,Romance,Hindi,6.3,171021,25.31,198,190,1,128,2022,6,Q2,127.82828282828282,Romance Movie Hindi,The Adam Project|The Kissing Booth|To All the Boys I've Loved Before,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s104,Movie,Beasts of No Nation,Greta Gerwig,"Florence Pugh, Harry Styles",India,"March 15, 2022",2022,PG,164 min,Animation,Spanish,6.5,56612,3.67,22,55,1,164,2022,3,Q1,166.8181818181818,Animation Movie Spanish,White Noise|Ghosted|Munich,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s105,Movie,The Ballad of Buster Scruggs,David Fincher,"Zendaya, Timothée Chalamet",UK,"December 07, 2022",2022,PG-13,123 min,Romance,Portuguese,6.5,133029,36.23,295,165,1,123,2022,12,Q4,122.8135593220339,Romance Movie Portuguese,The Equalizer 3 (licensed)|The Kissing Booth|To All the Boys I've Loved Before,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s106,Movie,Dolemite Is My Name,Jordan Peele,"Ana de Armas, Chris Evans",Japan,"January 04, 2022",2021,TV-14,106 min,Musical,French,5.8,138157,7.83,74,147,1,106,2021,1,Q1,105.8108108108108,Musical Movie French,"The Wonder|Tick, Tick... Boom!|May December",Tier 3: Super-Fan (Send VIP Early Access / Preview)
s107,Movie,The Highwaymen,Greta Gerwig,"Jamie Foxx, Taron Egerton",Spain,"January 20, 2019",2019,G,144 min,Documentary,Portuguese,8.5,161842,36.15,251,138,1,144,2019,1,Q1,144.0239043824701,Documentary Movie Portuguese,Daredevil|Windfall|Tiger King,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s108,Movie,Triple Frontier,Ava DuVernay,"Halle Berry, Patrick Wilson",France,"July 24, 2021",2019,PG,123 min,Horror,Portuguese,7.0,159785,8.77,71,35,1,123,2019,7,Q3,123.52112676056338,Horror Movie Portuguese,Luke Cage|Army of the Dead|Extraction 2,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s109,Movie,Spenser Confidential,Greta Gerwig,"Mahershala Ali, Octavia Spencer",UK,"July 17, 2022",2021,TV-MA,86 min,Animation,Japanese,7.9,155048,23.07,268,88,1,86,2021,7,Q3,86.08208955223881,Animation Movie Japanese,Explained|White Noise|Ghosted,Tier 2: Steady (Send In-App Reminder & Recommendation)
s110,Movie,6 Underground,Greta Gerwig,"Mahershala Ali, Octavia Spencer",Germany,"March 24, 2021",2020,R,109 min,Comedy,English,6.1,236118,25.21,231,38,1,109,2020,3,Q1,109.13419913419914,Comedy Movie English,6 Underground|Emily in Paris|Never Have I Ever,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s111,Movie,Project Power,Jane Campion,"Mahershala Ali, Octavia Spencer",Sweden,"September 26, 2020",2020,PG,96 min,Sci-Fi & Fantasy,French,7.8,196814,36.48,380,165,1,96,2020,9,Q3,96.0,Sci-Fi & Fantasy Movie French,All of Us Are Dead|Glass Onion|Stranger Things,Tier 2: Steady (Send In-App Reminder & Recommendation)
s112,Movie,The Dig,Spike Lee,"Margot Robbie, Ryan Gosling",Australia,"October 07, 2023",2023,TV-PG,106 min,Comedy,Japanese,8.4,78797,11.02,104,87,1,106,2023,10,Q4,105.96153846153847,Comedy Movie Japanese,The Bubble|Abstract|Don't Look Up,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s113,Movie,Passing,David Fincher,"Margot Robbie, Ryan Gosling",France,"January 20, 2023",2021,TV-14,96 min,Romance,German,7.0,199759,31.84,332,57,1,96,2021,1,Q1,95.90361445783132,Romance Movie German,Rustin|The Kissing Booth|To All the Boys I've Loved Before,Tier 2: Steady (Send In-App Reminder & Recommendation)
s114,Movie,The Bubble,Sofia Coppola,"Zendaya, Timothée Chalamet",Japan,"August 23, 2020",2018,R,88 min,Comedy,Japanese,8.2,163434,25.16,286,134,1,88,2018,8,Q3,87.97202797202797,Comedy Movie Japanese,The Bubble|Abstract|Don't Look Up,Tier 2: Steady (Send In-App Reminder & Recommendation)
s115,Movie,Hustle,Alfonso Cuarón,"Halle Berry, Patrick Wilson",France,"October 13, 2016",2016,G,90 min,Sci-Fi & Fantasy,Hindi,5.5,242839,37.9,421,124,1,90,2016,10,Q4,90.02375296912113,Sci-Fi & Fantasy Movie Hindi,Dark|Glass Onion|Stranger Things,Tier 2: Steady (Send In-App Reminder & Recommendation)
s116,Movie,Windfall,Shonda Rhimes,"Ana de Armas, Chris Evans",France,"March 05, 2024",2023,TV-PG,160 min,Documentary,Italian,8.3,151664,29.95,187,38,1,160,2023,3,Q1,160.16042780748663,Documentary Movie Italian,The Highwaymen|Tiger King|Making a Murderer,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s117,Movie,The Adam Project,Noah Baumbach,"Zendaya, Timothée Chalamet",France,"March 20, 2021",2020,R,141 min,Romance,Hindi,8.2,193048,18.34,130,45,1,141,2020,3,Q1,141.07692307692307,Romance Movie Hindi,The Adam Project|The Kissing Booth|To All the Boys I've Loved Before,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s118,Movie,The Gray Man,Spike Lee,"Viola Davis, Michael B. Jordan",South Korea,"July 20, 2022",2021,R,109 min,Reality TV,English,5.2,179854,38.76,356,92,1,109,2021,7,Q3,108.87640449438203,Reality TV Movie English,Bardo|Bling Empire|Marianne,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s119,Movie,Glass Onion,Sofia Coppola,"Cate Blanchett, Brad Pitt",South Korea,"February 25, 2018",2017,TV-PG,93 min,Sci-Fi & Fantasy,Portuguese,7.7,6486,33.36,359,100,1,93,2017,2,Q1,92.92479108635098,Sci-Fi & Fantasy Movie Portuguese,Stranger Things|The Witcher|The Umbrella Academy,Tier 2: Steady (Send In-App Reminder & Recommendation)
s120,Movie,Guillermo del Toro's Pinocchio,Shonda Rhimes,"Viola Davis, Michael B. Jordan",USA,"September 24, 2017",2017,PG,154 min,Drama,Portuguese,7.8,129744,10.78,70,180,1,154,2017,9,Q3,154.0,Drama Movie Portuguese,Master of None|Altered Carbon|Marriage Story,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s121,Movie,All Quiet on the Western Front,Shonda Rhimes,"Mahershala Ali, Octavia Spencer",Sweden,"February 02, 2020",2020,TV-MA,107 min,Comedy,Spanish,6.7,194812,11.35,106,161,1,107,2020,2,Q1,107.0754716981132,Comedy Movie Spanish,Don't Look Up|6 Underground|Blonde,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s122,Movie,Bardo,Jordan Peele,"Idris Elba, Tilda Swinton",India,"July 14, 2018",2016,TV-14,149 min,Reality TV,English,5.2,256124,9.64,65,132,1,149,2016,7,Q3,148.30769230769232,Reality TV Movie English,Bardo|Bling Empire|Marianne,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s123,Movie,The Wonder,Spike Lee,"Viola Davis, Michael B. Jordan",Canada,"August 10, 2021",2021,PG-13,147 min,Musical,French,5.2,149187,28.78,196,189,1,147,2021,8,Q3,146.83673469387756,Musical Movie French,"The Wonder|Tick, Tick... Boom!|May December",Tier 3: Super-Fan (Send VIP Early Access / Preview)
s124,Movie,Athena,Jordan Peele,"Jamie Foxx, Taron Egerton",India,"December 30, 2024",2023,TV-14,126 min,Thriller,Italian,5.3,64985,15.86,126,171,1,126,2023,12,Q4,125.87301587301587,Thriller Movie Italian,Jessica Jones|Dogs of Berlin|Bird Box,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s125,Movie,Blonde,Ava DuVernay,"Zendaya, Timothée Chalamet",Denmark,"May 30, 2020",2018,TV-14,142 min,Horror,Spanish,6.1,168852,35.64,251,95,1,142,2018,5,Q2,141.99203187250995,Horror Movie Spanish,Army of the Dead|Extraction 2|All Quiet on the Western Front,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s126,Movie,Munich,Ryan Murphy,"Viola Davis, Michael B. Jordan",Sweden,"November 08, 2020",2020,G,145 min,Animation,Portuguese,7.8,296698,3.62,25,45,1,145,2020,11,Q4,144.8,Animation Movie Portuguese,White Noise|Ghosted|Spenser Confidential,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s127,Movie,White Noise,Ava DuVernay,"Zendaya, Timothée Chalamet",Sweden,"July 29, 2024",2023,TV-PG,127 min,Animation,English,8.4,168813,27.13,214,120,1,127,2023,7,Q3,126.77570093457943,Animation Movie English,Ghosted|Munich|Spenser Confidential,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s128,Movie,Persuasion,Spike Lee,"Cate Blanchett, Brad Pitt",France,"November 05, 2018",2016,PG-13,112 min,Thriller,Portuguese,5.4,151049,7.03,63,176,1,112,2016,11,Q4,111.58730158730158,Thriller Movie Portuguese,Bird Box|Athena|You,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s129,Movie,Emily the Criminal,Jordan Peele,"Lupita Nyong'o, Daniel Kaluuya",USA,"May 28, 2020",2018,TV-MA,156 min,Reality TV,German,5.1,148272,39.01,250,109,1,156,2018,5,Q2,156.04,Reality TV Movie German,The Gray Man|Bardo|Bling Empire,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s130,Movie,Nope (licensed),Shonda Rhimes,"Lupita Nyong'o, Daniel Kaluuya",Mexico,"December 19, 2021",2020,G,85 min,Action & Adventure,English,5.3,283125,8.07,95,85,1,85,2020,12,Q4,84.94736842105263,Action & Adventure Movie English,Red Notice|Enola Holmes|The Old Guard,Tier 2: Steady (Send In-App Reminder & Recommendation)
s131,Movie,The Pale Blue Eye,Jane Campion,"Margot Robbie, Ryan Gosling",Australia,"May 10, 2023",2021,TV-PG,143 min,Musical,Spanish,8.1,86568,14.29,100,70,1,143,2021,5,Q2,142.9,Musical Movie Spanish,"Tick, Tick... Boom!|All Quiet on the Western Front|Leave the World Behind",Tier 3: Super-Fan (Send VIP Early Access / Preview)
s132,Movie,Your Place or Mine,Ava DuVernay,"Halle Berry, Patrick Wilson",Denmark,"June 17, 2015",2015,TV-14,119 min,Crime,Korean,7.6,64673,18.28,154,118,1,119,2015,6,Q2,118.7012987012987,Crime Movie Korean,The Politician|The Irishman|Maestro,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s133,Movie,Luther: The Fallen Sun,Jordan Peele,"Halle Berry, Patrick Wilson",India,"August 16, 2021",2021,G,121 min,Sci-Fi & Fantasy,Italian,8.4,33721,27.45,227,31,1,121,2021,8,Q3,120.9251101321586,Sci-Fi & Fantasy Movie Italian,Glass Onion|Stranger Things|The Witcher,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s134,Movie,Murder Mystery 2,Alfonso Cuarón,"Margot Robbie, Ryan Gosling",Australia,"September 10, 2019",2018,G,112 min,Drama,Japanese,7.6,97114,30.93,276,63,1,112,2018,9,Q3,112.06521739130434,Drama Movie Japanese,Murder Mystery 2|Marriage Story|The Two Popes,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s135,Movie,Ghosted,Greta Gerwig,"Zendaya, Timothée Chalamet",Canada,"December 27, 2023",2021,TV-14,114 min,Animation,English,6.5,246043,20.51,180,49,1,114,2021,12,Q4,113.94444444444444,Animation Movie English,Ghosted|Munich|Spenser Confidential,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s136,Movie,Extraction 2,Greta Gerwig,"Ana de Armas, Chris Evans",India,"May 29, 2022",2020,G,158 min,Horror,English,8.4,95111,16.77,106,188,1,158,2020,5,Q2,158.20754716981133,Horror Movie English,Extraction 2|The Haunting of Hill House|Midnight Mass,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s137,Movie,Heart of Stone,Ryan Murphy,"Cate Blanchett, Brad Pitt",Sweden,"January 12, 2024",2022,TV-MA,96 min,Horror,Hindi,5.3,167673,18.03,188,116,1,96,2022,1,Q1,95.90425531914893,Horror Movie Hindi,Army of the Dead|Extraction 2|Triple Frontier,Tier 2: Steady (Send In-App Reminder & Recommendation)
s138,Movie,The Equalizer 3 (licensed),Greta Gerwig,"Viola Davis, Michael B. Jordan",South Korea,"November 14, 2019",2018,TV-PG,106 min,Romance,Portuguese,7.5,82432,3.98,38,90,1,106,2018,11,Q4,104.73684210526316,Romance Movie Portuguese,The Equalizer 3 (licensed)|The Kissing Booth|To All the Boys I've Loved Before,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s139,Movie,Leo,Jordan Peele,"Meryl Streep, Tom Hanks",Canada,"October 26, 2016",2016,PG,117 min,Reality TV,Japanese,6.6,240355,8.69,74,174,1,117,2016,10,Q4,117.43243243243244,Reality TV Movie Japanese,The Gray Man|Bardo|Bling Empire,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s140,Movie,Maestro,Spike Lee,"Halle Berry, Patrick Wilson",India,"October 09, 2021",2020,TV-PG,104 min,Crime,English,6.2,43897,18.15,175,109,1,104,2020,10,Q4,103.71428571428571,Crime Movie English,Maestro|Ozark|Mindhunter,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s141,Movie,Leave the World Behind,Alfonso Cuarón,"Viola Davis, Michael B. Jordan",Canada,"July 14, 2024",2022,TV-MA,89 min,Musical,Hindi,6.3,295621,3.22,36,40,1,89,2022,7,Q3,89.44444444444444,Musical Movie Hindi,"Tick, Tick... Boom!|Dolemite Is My Name|The Wonder",Tier 2: Steady (Send In-App Reminder & Recommendation)
s142,Movie,Pain Hustlers,Sofia Coppola,"Meryl Streep, Tom Hanks",UK,"January 21, 2023",2022,TV-14,126 min,Comedy,Portuguese,8.4,49212,24.6,195,159,1,126,2022,1,Q1,126.15384615384616,Comedy Movie Portuguese,Don't Look Up|6 Underground|Guillermo del Toro's Pinocchio,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s143,Movie,Rustin,Spike Lee,"Jamie Foxx, Taron Egerton",Spain,"March 22, 2017",2017,PG-13,116 min,Romance,German,6.4,182401,28.6,247,183,1,116,2017,3,Q1,115.78947368421052,Romance Movie German,Rustin|The Kissing Booth|To All the Boys I've Loved Before,Tier 3: Super-Fan (Send VIP Early Access / Preview)
s144,Movie,May December,Sofia Coppola,"Florence Pugh, Harry Styles",Mexico,"November 16, 2016",2015,PG-13,93 min,Crime,French,6.2,79149,13.86,149,119,1,93,2015,11,Q4,93.02013422818791,Crime Movie French,The Irishman|Maestro|Nyad,Tier 2: Steady (Send In-App Reminder & Recommendation)
s145,Movie,Nyad,Ryan Murphy,"Margot Robbie, Ryan Gosling",Mexico,"March 13, 2021",2019,R,101 min,Romance,French,7.3,280981,24.21,240,53,1,101,2019,3,Q1,100.875,Romance Movie French,The Kissing Booth|To All the Boys I've Loved Before|May December,Tier 3: Super-Fan (Send VIP Early Access / Preview)
